FishID,Lake,Mass_g,Ectoparasites_YN,SL_mm,BodyDepth,BuccalCavityLength,Sex_MFU,ProcessedBy,GapeWidth,EpWidth,RakerNum,ProcessedBy,Scale ,Caudal Peduncle depth PINK ,Mouth Length  YELLOW ,Snout Length DARK BLUE,Eye Length GREEN ,Head length RED ,Standard Length BLACK ,Caudal peduncle,Jaw Length,Snout Length,Eye Diameter,Head Length,SL,RakerLength1,RakerLength2,RakerLength3,RakerLength4,IRSpace1,IRSpace2,IRSpace3,,Notes
S180311,Ruth,1.36,Y,48.6,10.9,11.37,F,Bailey,,,,,1913.67,102.04,124.68,121.34,139.71,530.38,2032.39,0.26660814,0.325761495,0.317034808,0.365031589,1.385766616,5.310189322,,,,,,,,,
S180312,Ruth,0.73,N,42.41,8.4,9.33,M,Bailey,,,,,1912.6,96.08,115.79,120.01,132.97,508.1,1746,0.251176409,0.302703127,0.31373523,0.347615811,1.32829656,4.564467217,,,,,,,,,
S180313,Ruth,2.47,N,65.75,13.45,14.23,F,Bailey,,,,,1921.35,115.28,167.2,197.63,202.93,789.71,2632.98,0.299997398,0.435110729,0.514299841,0.528092227,2.055091472,6.851901007,,,,,,,,,
S180314,Ruth,0.51,N,37,8.08,8.3,U,Bailey,,,,,1917.23,82.39,111.61,106,127.95,442.02,1506.19,0.214867283,0.291070972,0.27644049,0.333684535,1.152756842,3.928036803,,,,,,,,,
S180315,Ruth,1.03,N,44.98,10.1,10.45,F,Bailey,,,,,1902.41,89.01,120.42,121.5,155.64,513.22,1864.22,0.233940108,0.31649329,0.319331795,0.409060087,1.348868015,4.899627315,,,,,,,,,
S180316,Ruth,1.33,N,51.32,10.39,12.06,M,Bailey,2.83,5.75,17,Grant,1927.34,104.14,125.99,155.2,148.31,550.18,2089.24,0.270165098,0.32684944,0.402627456,0.384753079,1.427303953,5.420008924,,,,,,,,,
S180317,Ruth,1.78,N,54.93,11.73,12.07,F,Bailey,2.97,6.57,20,Grant,1911.06,108.66,144.01,151.25,164.58,609.6,2224.92,0.284292487,0.376780426,0.395722793,0.430598725,1.594926376,5.82116731,,,,,,,,,
S180318,Ruth,1.81,N,54.03,12.2,11.86,F,Bailey,,,,,1912,114.28,129.94,155.03,165.3,604,2240.06,0.298849372,0.339801255,0.40541318,0.432269875,1.579497908,5.85789749,,,,,,,,,
S180319,Ruth,1.83,N,57.95,11.75,13.31,F,Bailey,,,,,1912.15,112.64,153.67,164.06,169.35,637.39,2363.05,0.294537562,0.401825171,0.428993541,0.442826138,1.666684099,6.179039301,,,,,,,,,
S180320,Ruth,1.69,N,54.42,11.46,11.29,F,Bailey,,,,,1912.15,116.37,139.13,142.67,176.31,570.03,2224,0.304290981,0.363805141,0.373061737,0.461025547,1.49054729,5.815443349,,,,,,,,,
S180321,Ruth,0.94,N,47.46,9.66,10.96,F,Bailey,,,,,1904.82,83.53,136.11,135.2,163.91,540.67,1892.44,0.219259563,0.357277853,0.354889176,0.430250627,1.419215464,4.967503491,,,,,,,,,
S180322,Ruth,1.63,N,54.6,11.66,12.34,F,Bailey,2.8,6.13,20,Grant,1908.46,100.57,152.02,163.21,169.35,632.11,2304.22,0.263484695,0.398279241,0.427596072,0.443682341,1.656073483,6.036856942,,,,,,,,,
S180323,Ruth,2.47,N,61.42,12.68,15.6,M,Bailey,3.59,7.66,21,Grant,1912.07,139.17,172.63,209.88,207.58,735.5,2504.12,0.363924961,0.451421758,0.548829279,0.542814855,1.923308247,6.548191227,,,,,,,,,
S180324,Ruth,1.07,N,48.59,9.74,11.65,F,Bailey,,,,,1920.02,90.24,114.86,140.7,151.8,532.3,1987.16,0.234997552,0.299111468,0.366402433,0.395308382,1.386183477,5.174841929,,,,,,,,,
S180325,Ruth,1.21,Y,52.02,10.08,12.33,M,Bailey,,,,,1920.27,109.33,161.25,160.45,158.27,597,2112.74,0.28467351,0.419862832,0.417779791,0.412103506,1.554468903,5.501153484,,,,,,,,,small white parasite under right pec fin
S180326,Ruth,0.78,N,42.25,9.06,9.91,M,Bailey,,,,,1936,98.33,133.14,133.63,142.47,526.85,1746.37,0.253951446,0.343853306,0.345118802,0.36794938,1.360666322,4.510253099,,,,,,,,,
S180327,Ruth,0.96,N,44.82,9.73,10.53,F,Bailey,,,,,1928.6,89.44,120.6,117.39,148,490.2,1850.81,0.231878046,0.312662035,0.304339936,0.383698019,1.270870061,4.79832521,,,,,,,,,
S180645,South_Rolly,0.88,N,51.56,9.07,11.67,F,Louis,,,,,1837.16,69.54,130.55,138.41,184.07,565.35,2054.24,0.189259509,0.355303839,0.376695552,0.500963444,1.53865205,5.590803196,,,,,,,,,
S180646,South_Rolly,0.78,Y,47.95,8.56,10.68,M,Louis,2.22,5.01,20,Grant,1832.24,67.14,133.45,153.44,195.44,610.64,1886.76,0.183218356,0.364171724,0.418722438,0.533336244,1.666375584,5.148779636,,,,,,,,,White spots on body
S180647,South_Rolly,1.66,Y,54.75,11.66,12.77,M,Louis,2.93,6.04,19,Grant,1850.77,92.09,150.59,174.15,184.39,664.03,2197.61,0.248788342,0.406830671,0.470479854,0.498144016,1.793929013,5.937015404,,,,,,,,,White spots on body
S180648,South_Rolly,1.7,N,57.94,11.69,13.86,M,Louis,3.19,6.59,23,Grant,1849.11,95,138.17,153.22,185.78,66.01,2286.03,0.256880337,0.37361217,0.414307424,0.502349779,0.178491274,6.18143323,,,,,,,,,
S180649,South_Rolly,0.6,N,45.65,7.88,10.57,M,Louis,2.01,4.86,20,Grant,1842.12,61.07,117.61,140.31,157.2,535.33,1764.04,0.165760103,0.319224589,0.380838382,0.426682301,1.453026947,4.788070267,,,,,,,,,
S180650,South_Rolly,0.47,N,40.76,7.05,9.44,M,Louis,,,,,1849.11,60.13,103.08,125.12,161.6,524.03,1632,0.162591733,0.278728686,0.338324924,0.436966973,1.416978979,4.41293379,,,,,,,,,
S180651,South_Rolly,0.5,N,42.19,7.69,9.98,F,Louis,,,,,1845.52,56.25,100.93,129,157.05,516.56,1783.22,0.152396073,0.273445966,0.349494993,0.425489835,1.399497161,4.831212883,,,,,,,,,
S180652,South_Rolly,1.36,N,52.63,11.6,13.58,M,Louis,2.67,6.24,21,Grant,1821.21,87.28,149.83,169.81,198.02,666.53,2088,0.239620911,0.411347401,0.466201042,0.543649552,1.829909785,5.7324526,,,,,,,,,
S180653,South_Rolly,0.74,N,46.48,7.91,10.71,M,Louis,2.65,4.87,21,Grant,1833.55,75.54,135.79,144.62,175.92,572.17,1897.45,0.205993837,0.370292602,0.394371574,0.479725123,1.56027924,5.174252134,,,,,,,,,
S180654,South_Rolly,0.46,N,40.09,7.47,9.45,M,Louis,,,,,1845.16,53.75,102.34,128.41,134.54,478.71,1614.71,0.145651326,0.277320124,0.347964404,0.36457543,1.297204578,4.375528409,,,,,,,,,
S180655,South_Rolly,0.61,N,43.66,8.11,10.4,M,Louis,2.06,4.68,22,Grant,1829.21,67.08,122.93,138.69,145.14,517.38,1734.37,0.183357843,0.336019375,0.379098081,0.396728642,1.414217066,4.740762406,,,,,,,,,
S180656,South_Rolly,0.58,N,44.87,8.12,9.71,F,Louis,,,,,1844.5,65.46,114.86,109.29,145.36,508.14,1732.46,0.177446463,0.311358092,0.296259149,0.394036324,1.377446462,4.696286256,,,,,,,,,
S180657,South_Rolly,0.52,N,41.24,8.05,10.48,M,Louis,1.97,4.63,19,Grant,1849.65,69.07,116.21,122.49,153.45,474.82,1626.01,0.186710999,0.314140513,0.331116698,0.414808207,1.283540129,4.395453194,,,,,,,,,
S180658,South_Rolly,0.84,N,49.14,9.62,11.74,M,Louis,2.2,5.09,21,Grant,1849.65,91.66,129.2,148.01,182.02,568.03,1944,0.247776606,0.349255265,0.400102722,0.492039034,1.535506717,5.255048252,,,,,,,,,
S180659,South_Rolly,0.63,N,45.38,8.43,10.79,M,Louis,,,,,1842.98,77.32,110.98,141.29,156.54,586.42,1806.01,0.209768961,0.301088455,0.383319407,0.424692617,1.590955952,4.899700485,,,,,,,,,
S180660,South_Rolly,0.61,N,44.47,8.34,10.4,M,Louis,,,,,1830.35,79.62,129.02,144,168.72,538.13,1760.16,0.217499385,0.352446253,0.393367389,0.460895457,1.470019395,4.808260715,,,,,,,,,
S180661,South_Rolly,1.07,N,53.82,10.44,12.69,M,Louis,3.03,5.18,21,Grant,1824.16,97.42,160.24,169.11,180.75,617.45,2110.92,0.267027015,0.439215858,0.463528419,0.495433515,1.692422814,5.786005614,,,,,,,,,
S180662,South_Rolly,0.9,N,50.44,9.24,11.77,F,Louis,,,,,1830.48,83.43,141.09,167.1,178.46,620.73,1995.26,0.227891045,0.385390717,0.456437656,0.487467768,1.695538875,5.45010052,,,,,,,,,
S180663,South_Rolly,0.91,N,47.61,9.81,11.35,M,Louis,2.78,5.09,21,Grant,1848.16,85.84,156.82,159.05,178.34,569.33,1908.94,0.232230976,0.424259804,0.430292832,0.482479872,1.540261666,5.164433815,,,,,,,,,
S180664,South_Rolly,0.43,N,40.45,7.14,9.37,M,Louis,1.85,4.23,22,Grant,1842.04,66.75,119.28,126.06,137.71,452.13,1608.18,0.181184991,0.323771471,0.34217498,0.373797529,1.22725348,4.365214653,,,,,,,,,
S180665,South_Rolly,0.9,N,52.02,9.9,11.34,F,Louis,2.13,5.48,19,Grant,1842.04,83.15,148.35,153.26,159.78,550.23,2013.09,0.225700853,0.402678552,0.416006167,0.433703937,1.493534342,5.464295021,,,,,,,,,
S180666,South_Rolly,0.51,N,43.01,7.92,9.22,F,Louis,1.98,4.61,22,Grant,1836.09,74.73,124.53,123.01,155.93,459.05,1680.87,0.203503096,0.339117364,0.334978133,0.424625155,1.250074887,4.577308302,,,,,,,,,
S180667,South_Rolly,0.54,N,44.65,7.35,10.59,M,Louis,2.28,4.71,21,Grant,1836,64.7,123.29,139.44,164.65,494.04,1728,0.176198257,0.335757081,0.379738562,0.448393246,1.345424837,4.705882353,,,,,,,,,
S180545,Spirit,0.64,N,42.13,8.4,10.74,M,Bailey,,,,,1949.34,69.43,151.87,138.8,156.03,542.73,1752.37,0.178085916,0.389542101,0.356017934,0.40021238,1.392086552,4.49477772,,,,,,,,,
S180546,Spirit,1.29,N,49.19,10.73,10.96,F,Bailey,,,,,1942.74,82.46,119.34,138.2,174.35,567.56,2008.34,0.212226031,0.307143519,0.35568321,0.448721908,1.460720426,5.168833709,,,,,,,,,
S180547,Spirit,0.47,N,38.56,7.06,9.4,U,Bailey,,,,,1970.96,65.97,120.89,111.89,119.27,449.05,1595.47,0.167354995,0.306677964,0.283846451,0.302568292,1.139165686,4.047443885,,,,,,,,,
S180548,Spirit,0.46,N,38.31,7.27,9.03,F,Bailey,,,,,1970.34,67.47,110.82,110.74,125.4,452,1587.85,0.171214105,0.2812205,0.281017489,0.318219191,1.147010161,4.029380716,,,,,,,,,
S180549,Spirit,0.89,N,45.76,9.29,9.44,F,Bailey,,,,,1968.74,69.65,103.95,116.65,121.48,453.57,1852.71,0.176889787,0.264001341,0.296255473,0.308522202,1.151929661,4.705319138,,,,,,,,,
S180550,Spirit,1.31,N,53.23,11.02,12.04,F,Bailey,,,,,1962.15,87.96,107.7,129.89,164.35,569.02,2147.25,0.224141885,0.27444385,0.330988966,0.418800805,1.449991081,5.471676477,,,,,,,,,
S180551,Spirit,0.71,N,41.21,8.47,10.97,M,Bailey,,,,,1880.05,73.11,126.25,156.54,135.18,547.56,1698.12,0.194436318,0.335762347,0.416318715,0.359511715,1.456237866,4.516156485,,,,,,,,,
S180552,Spirit,1.87,N,58.41,11.1,13.21,F,Bailey,,,,,1980.01,98.07,134.36,158.27,180,608.23,2426.59,0.247650264,0.339291216,0.399669699,0.454543159,1.535926586,6.127721577,,,,,,,,,
S180553,Spirit,1.28,N,50.41,9.81,12.64,M,Bailey,,,,,1972.03,86.17,119.45,144.84,162.89,601.33,2083.69,0.218480449,0.302860504,0.367235793,0.413000816,1.524647191,5.283109283,,,,,,,,,
S180554,Spirit,1.04,N,48.83,9.11,10.78,F,Bailey,,,,,1982.33,90.93,136.21,135.94,168.65,550.03,2034.57,0.229351319,0.343560356,0.342879339,0.425383261,1.387332079,5.131764136,,,,,,,,,
S180555,Spirit,0.66,N,41.4,7.92,8.88,F,Louis,2.2,4.14,20,Grant,1974.66,73.82,114.79,116.26,139.09,453.51,1735.26,0.186918254,0.290657632,0.294379792,0.352187212,1.148324268,4.393819696,,,,,,,,,
S180556,Spirit,0.46,N,40.01,7.51,8.92,M,Louis,1.79,4.27,22,Grant,1977.34,70.82,131.52,125.33,136.29,482.7,1680.87,0.179078965,0.332567995,0.316915654,0.344629654,1.220579162,4.250331253,,,,,,,,,
S180557,Spirit,0.42,N,36.85,7.4,8.5,M,Louis,1.47,4.26,20,Grant,1981.65,65.79,113.02,119.6,125.2,444.47,1591.66,0.165998032,0.285166402,0.301768728,0.315898368,1.121464436,4.01599677,,,,,,,,,
S180558,Spirit,0.49,Y,37.86,7.07,8.38,M,Louis,2.13,4.23,18,Grant,1974.08,76.07,115.24,116.19,139.42,457.35,1638.18,0.19267203,0.291882801,0.294288985,0.35312652,1.158387705,4.149223942,,,,,,,,,Black spot on tail
S180559,Spirit,0.43,N,38.84,7.36,8.48,M,Louis,1.69,4.2,21,Grant,1962.74,79.31,116.47,129.03,128.38,473.08,1633.33,0.202038986,0.296702569,0.328698656,0.327042808,1.205151981,4.160841477,,,,,,,,,
S180560,Spirit,1.29,N,50.12,10.81,10.39,F,Louis,2.86,5.78,20,Grant,1980,110.37,128.41,138.1,164.51,558.52,2179.62,0.278712121,0.324267677,0.348737374,0.415429293,1.41040404,5.504090909,,,,,,,,,
S180561,Spirit,0.53,N,38.79,7.4,7.64,F,Louis,1.72,4.17,19,Grant,1989.99,71.34,93.15,97.32,120.02,387.67,1622.18,0.179247132,0.234046402,0.244523842,0.301559304,0.974050121,4.075849627,,,,,,,,,
S180562,Spirit,0.76,N,44.96,8.43,9.16,F,Louis,2.34,4.8,21,Grant,1980.05,83.19,116.58,124.55,139.69,498.04,1892.14,0.210070453,0.294386505,0.31451226,0.352743618,1.257645009,4.778010656,,,,,,,,,
S180563,Spirit,0.99,N,45.05,9.07,9.46,F,Louis,2.15,4.9,19,Grant,1980.74,84.34,126.78,135.24,154.29,509.68,1930.52,0.212900229,0.320031907,0.341387562,0.389475651,1.28658986,4.873229197,,,,,,,,,
S180564,Spirit,0.48,N,38.4,7.32,8.7,M,Louis,1.97,4.43,18,Grant,1980.01,75.09,122.91,130.67,132.77,464.11,1578.18,0.189620254,0.31037722,0.329973081,0.335276085,1.17198903,3.985282903, ,,,,,,,,
S180565,Spirit,0.33,N,33.69,6.85,7.49,U,Louis,1.52,3.8,20,Grant,1980.45,67.48,116.28,109.04,119.1,416,1518.01,0.170365321,0.293569643,0.275290969,0.300689237,1.050266354,3.832487566,,,,,,,,,
S180566,Spirit,2.15,N,60.4,13.01,13.73,F,Louis,3.71,7.23,,Grant,1938.46,122.7,183.15,201.87,177.29,682.47,2550.36,0.316488346,0.472411089,0.520696842,0.457295998,1.760340683,6.578314745,,,,,,,,,No pelvic spines
S180567,Spirit,1.12,N,48.34,10.36,10.86,F,Louis,2.4,5.9,21,Grant,1910.12,84.48,153.94,162.11,172.7,577.49,2036.26,0.221137939,0.402958976,0.424345067,0.452065839,1.511658953,5.330188679,,,,,,,,,
S180568,Spirit,1.38,N,52.21,11.12,11.54,F,Louis,3.04,6.29,,Grant,1903.14,98.41,144.01,164.05,162.32,598,2200.52,0.258546402,0.378348414,0.430998245,0.426453125,1.571087781,5.781287767,,,,,,,,,
S180569,Spirit,0.84,N,45.81,9.63,10.43,F,Louis,2.32,5.12,,Grant,1944.02,85.5,126.25,155,161.38,547.46,1921.35,0.219905145,0.324713738,0.39865845,0.415067746,1.408061645,4.941692987,,,,,,,,,
S180570,Spirit,1.03,N,53.87,10.01,12.1,F,Louis,3.01,5.81,19,Grant,1936.41,87.86,145.89,159.67,187.83,627.58,2218.44,0.226863113,0.376702248,0.412283556,0.48499543,1.620472937,5.728229042,,,,,,,,,
S180571,Spirit,0.43,N,39.27,7.19,8.06,F,Louis,2.08,4.32,,Grant,1922.4,74.54,121.99,121,122.98,445.15,1628.17,0.193872243,0.317285685,0.314710778,0.319860591,1.157797545,4.234732626,,,,,,,,,
S180572,Spirit,0.85,N,44.25,8.06,10.72,M,Louis,2.46,5.25,19,Grant,1926.01,96.42,117.61,157.18,171.73,554.13,1872.09,0.250310227,0.305320325,0.408045649,0.445818038,1.438543933,4.860021495,,,,,,,,,
S180573,Spirit,0.63,N,41.31,7.68,9.57,M,Louis,2.17,4.71,22,Grant,1908.01,84.15,144.03,146.28,146.29,499.03,1716.38,0.220517712,0.377435129,0.383331324,0.38335753,1.307723754,4.49782758,,,,,,,,,
S180574,Spirit,0.45,N,37.28,6.48,9.15,U,Louis,,,,,1923.04,73.49,112.7,122.48,127.26,479.24,1565.57,0.191077669,0.293025626,0.318454114,0.330882353,1.246047924,4.070560155,,,,,,,,,
S180575,Spirit,0.54,N,40.94,7.52,8.86,F,Bailey,,,,,1944.08,74.55,102.34,119.04,128.86,442.77,1704.86,0.191735937,0.263209333,0.30616024,0.331416403,1.138764866,4.384747541,,,,,,,,,
S180576,Spirit,0.57,N,37.84,8.39,8.53,F,Bailey,,,,,1921.35,71.59,95.47,111.4,130.98,430.08,1549.28,0.186301299,0.248445104,0.289900331,0.340854087,1.119213053,4.03174851,,,,,,,,,
S180577,Spirit,1.6,N,53.99,10.25,13.28,F,Bailey,,,,,1915.14,94.9,142.74,174.64,197.29,622.05,2214.13,0.247762566,0.372662051,0.455945779,0.515079838,1.624032708,5.780595674,,,,,,,,,
S180578,Spirit,0.6,N,44.64,7.96,10.8,M,Bailey,,,,,1938.15,77.62,124.17,149.44,152.2,552.44,1852.29,0.200242499,0.320331244,0.385522276,0.392642468,1.42517349,4.778500116,,,,,,,,,
S180579,Spirit,0.64,N,41.76,7.23,8.92,F,Bailey,,,,,1944.59,65.42,93.57,108.4,125.37,430.72,1728.37,0.168210265,0.240590562,0.278721993,0.322355869,1.107482811,4.444047331,,,,,,,,,
S180580,Spirit,0.63,N,41.45,8.18,9.12,F,Bailey,,,,,1969.79,70.71,119.4,113.16,125.24,442.83,1734.09,0.179486138,0.303077993,0.287238741,0.317901908,1.124053833,4.401712873,,,,,,,,,
S180581,Spirit,1.31,N,52.69,10.22,11.52,F,Bailey,,,,,1958.35,85.26,141.46,157.45,155.06,576.59,2156.04,0.217683254,0.361171394,0.401996579,0.395894503,1.472132152,5.50473613,,,,,,,,,
S180582,Spirit,0.9,N,43.2,8.85,10.45,F,Bailey,,,,,1962.23,78.16,130.6,120.42,129.14,449.36,1804.89,0.199161159,0.332784638,0.306844763,0.329064381,1.145023774,4.599078599,,,,,,,,,
S180583,Spirit,0.46,N,38.59,7.2,8.87,U,Bailey,,,,,1958.66,72.17,96.56,112.76,111.05,464.07,1596.18,0.184233098,0.246495053,0.287849857,0.283484627,1.184661963,4.074673501,,,,,,,,,
S180584,Spirit,0.66,N,43.33,8.07,9.71,F,Bailey,,,,,1944.04,70.82,102.03,114.9,129.14,456.16,1770.04,0.182146458,0.26241744,0.295518611,0.332143372,1.173226888,4.552478344,,,,,,,,,
S180585,Spirit,0.46,N,36.82,7.15,8.38,M,Louis,,,,,1946.91,73.35,85.44,106.84,124.89,450.07,1564.08,0.188375426,0.219424627,0.27438351,0.320739017,1.15585723,4.016826664,,,,,,,,,
S180586,Spirit,0.49,N,38.45,7.2,8.78,F,Louis,,,,,1944.23,68.83,108.58,134.54,129.28,504,1657.09,0.17701095,0.27923651,0.345998159,0.332470953,1.296142946,4.26155856,,,,,,,,,
S180587,Spirit,0.35,N,35.34,5.95,7.98,F,Louis,,,,,1956.08,68.88,101.51,111.02,124.04,426.01,1510.57,0.176066419,0.259473028,0.283781849,0.317062697,1.08893808,3.861217333,,,,,,,,,
S180588,Spirit,2.18,N,58.48,11.08,12.89,F,Louis,,,,,1944.26,129.17,167.22,181.04,176.96,646.43,2417.35,0.332182939,0.430035078,0.465575592,0.455083168,1.662406263,6.216632549,,,,,,,,,
S180589,Spirit,0.95,Y,45.38,10.09,11.65,M,Louis,,,,,1956.45,91.41,144.14,173.81,185.06,619.71,1918.55,0.233611899,0.368371285,0.444197398,0.472948453,1.583761405,4.903140893,,,,,,,,,Black spot on left fin
S180590,Spirit,1.63,N,52.71,9.01,11.64,F,Louis,,,,,1932.34,88.69,147,168.24,161.9,604.21,2209.38,0.229488599,0.380367844,0.435327116,0.418922136,1.563415341,5.716851072,,,,,,,,,
S180591,Spirit,0.82,N,44.08,8.93,9.11,F,Louis,,,,,1956.33,81,125.64,134.37,141.35,500.45,1857.5,0.207020288,0.321111469,0.343423656,0.361263182,1.279053125,4.747409691,,,,,,,,,
S180592,Spirit,0.63,N,40.17,7.76,9.2,F,Louis,,,,,1950.04,74.24,115.73,115.31,137.3,442.22,1693.8,0.19035507,0.296737503,0.295660602,0.352044061,1.133874177,4.342987836,,,,,,,,,
S180593,Spirit,0.65,N,39.15,7.18,7.65,F,Louis,,,,,1950.92,61.4,94.02,106.38,121.43,425.53,1663.08,0.157361655,0.240963238,0.2726406,0.311212146,1.09058803,4.262296763,,,,,,,,,
S180594,Spirit,0.54,N,40.2,8.21,8.5,F,Louis,,,,,1950.23,72.2,118.6,124.15,116.76,469.13,1665.13,0.185106372,0.3040667,0.318295791,0.299349308,1.202755572,4.269060572,,,,,,,,,Black parasite on the operculum
S180328,Tern,2.08,N,53.75,12.63,10.96,F,Bailey,2.68,6.17,,Grant,1903.36,87.04,114.83,126.24,127.01,526.74,2216.34,0.228648285,0.301650765,0.331624075,0.333646814,1.383710911,5.822177623,,,,,,,,,
S180329,Tern,2.71,N,58.3,11.68,13.15,F,Bailey,3.76,6.41,,Grant,1908,90.75,101.51,137.57,163.11,579.77,2412.28,0.237814465,0.26601153,0.360508386,0.427437107,1.519313417,6.32148847,,,,,,,,,
S180330,Tern,0.63,N,37.63,8.71,8.31,M,Bailey,1.77,4.43,18,Grant,1920.23,63.57,83.01,93.35,116.03,409.76,1590.41,0.165527046,0.216145983,0.243069841,0.302125266,1.066955521,4.141196627,,,,,,,,,
S180331,Tern,0.43,N,34.84,7.49,8.76,U,Bailey,1.61,4.01,20,Grant,1916.11,61.66,75.38,105.05,122.89,415.09,1398.77,0.160898905,0.196700607,0.274123093,0.320675744,1.083158065,3.650025312,,,,,,,,,
S180332,Tern,0.34,N,31.2,6.87,7.1,U,Bailey,1.17,3.65,,Grant,1919.27,56.92,77.27,88.7,102.15,364.17,1295.59,0.148285546,0.201300495,0.231077441,0.266116805,0.948720086,3.375215577,,,,,,,,,
S180333,Tern,1.99,N,54.1,12.01,10.53,F,Bailey,2.66,5.95,22,Grant,1914.94,75.85,112.8,119.99,148.43,489.23,2164.8,0.198047981,0.294526199,0.313299633,0.387557835,1.277402947,5.65239642,,,,,,,,,
S180334,Tern,0.38,Y,33.29,8.4,7.35,U,Louis,,,,,1920.01,54.92,76.23,88.65,102.54,365.96,1385.67,0.143020088,0.198514591,0.230858173,0.267029859,0.95301587,3.608496831,,,,,,,,,White parasite under skin
S180335,Tern,1.82,N,50.81,11.76,11.28,F,Bailey,2.52,5.93,20,Grant,1920.15,83.02,119.66,113.46,160.65,509.12,2054.99,0.216181028,0.31159024,0.295445668,0.418326693,1.325729761,5.351118402,,,,,,,,,
S180336,Tern,2.07,N,52.43,12.78,10.41,F,Bailey,2.82,6.13,19,Grant,1914.46,86.58,126.12,123.44,160.09,538.02,2154.1,0.226121204,0.329387921,0.322388559,0.418107456,1.405148188,5.625868391,,,,,,,,,
S180337,Tern,1.26,N,49.5,11.64,11.42,M,Louis,,,,,1896.04,100.78,116.3,135.68,169.96,564.11,2004.33,0.265764435,0.306691842,0.357798359,0.448197295,1.487600473,5.28556887,,,,,,,,,
S180338,Tern,1.12,N,49.36,10.88,10.39,M,Louis,,,,,1914.37,98.33,144.97,157.84,174.56,578,2024,0.256820782,0.378636314,0.412250505,0.455920224,1.509635024,5.286334408,,,,,,,,,
S180339,Tern,0.62,N,39.11,8.27,8.61,U,Bailey,2,4.48,,Grant,1902.95,68.12,93.87,100.22,117.81,382.82,1562.26,0.17898526,0.24664337,0.263327991,0.309545705,1.005859324,4.104837226,,,,,,,,,
S180340,Tern,1.55,N,49.06,11.73,11.8,M,Bailey,3.22,6.27,,Grant,1920.94,97.87,138.42,159.45,173.6,593.46,2019.57,0.254745073,0.360292357,0.415031183,0.451862109,1.544712485,5.256723271,,,,,,,,,
S180521,Tern,0.3,N,31.35,6.69,6.83,M,Bailey,,,,,1977.64,62.04,80.61,76.45,116.86,353.41,1345.52,0.156853624,0.203803523,0.193285937,0.295453166,0.893514492,3.401832487,,,,,,,,,
S180522,Tern,0.42,N,34.57,7.37,8.19,M,Bailey,,,,,1962.33,59.68,70.71,83.49,115.19,376.68,1434.65,0.152064128,0.180168473,0.212731804,0.293503132,0.959777408,3.655475888,,,,,,,,,
S180523,Tern,0.49,N,36.92,7.44,8.18,U,Bailey,2.03,4.3,18,Grant,1974.08,65.8,90.05,99.64,128.82,426.85,1536.81,0.166659913,0.228080929,0.252370725,0.32627857,1.081136529,3.89247143,,,,,,,,,
S180524,Tern,0.28,N,29.52,5.88,6.18,U,Bailey,1.61,3.65,19,Grant,1986.08,55.34,66.57,72.27,110.94,352.63,1280.62,0.139319665,0.167591436,0.181941312,0.279293885,0.887753766,3.223988963,,,,,,,,,
S180525,Tern,0.34,N,31.96,6.67,7.17,F,Bailey,1.64,4.03,17,Grant,1974.08,61.46,92.09,84.45,126,380.4,1354.13,0.15566745,0.233247893,0.213897107,0.319136003,0.963486789,3.429774882,,,,,,,,,
S180526,Tern,0.33,N,32.11,6.8,7.03,M,Bailey,1.62,3.96,20,Grant,1956.15,60.24,77.84,89.36,98.99,392.02,1376.16,0.153975922,0.198962247,0.228407842,0.253022519,1.002019273,3.517521662,,,,,,,,,
S180527,Tern,0.48,N,36.41,7.59,8.09,M,Bailey,1.9,4.24,18,Grant,1988,68.36,84.38,93.5,118.12,402.81,1506.59,0.17193159,0.21222334,0.235160966,0.297082495,1.013103622,3.789210262,,,,,,,,,
S180528,Tern,2.18,N,55.8,13.23,11.57,F,Bailey,3.22,6.32,17,Grant,1974.23,102.59,123.73,136.13,181.96,588.05,2406.07,0.259822817,0.313362678,0.344767327,0.460837896,1.489314821,6.093692224,,,,,,,,,
S180529,Tern,1.44,N,47.58,11.38,12.01,M,Bailey,3.36,6.09,17,Grant,1975.79,100.45,128,146.67,173.35,577.73,2040.88,0.254202117,0.323921065,0.371167989,0.438685285,1.462022786,5.164718923,,,,,,,,,
S180530,Tern,2.91,N,59.5,13.88,13.15,F,Bailey,3.53,6.77,19,Grant,1975.31,107.79,130.82,150.04,193.08,615.57,2521.83,0.27284325,0.331137897,0.379788489,0.488733414,1.558160491,6.383377799,,,,,,,,,
S180531,Tern,1.58,Y,52.32,11.13,13.11,M,Louis,3.05,6.19,19,Grant,1977.29,93.68,127.42,164.07,193.2,650.03,2232.07,0.236889885,0.32220868,0.414886031,0.488547456,1.643739664,5.644265636,,,,,,,,,Little black spots
S180532,Tern,0.25,N,28.25,6.71,6.1,U,Louis,1.01,3.44,19,Grant,1976.95,54.68,70.62,83.79,107.78,344.49,1256.92,0.138293837,0.178608463,0.211917347,0.272591618,0.871266345,3.178937252,,,,,,,,,
S180533,Tern,0.45,N,35.49,8.55,7.36,M,Louis,1.92,4.33,18,Grant,1988.32,66.48,104.19,105.79,122.61,429.16,1551.86,0.16717631,0.26200511,0.266028607,0.308325622,1.079202543,3.902440251,,,,,,,,,
